                    1   5.0000000000000001E-003 -0.20637386940073554     
                    2   1.4999999999999999E-002 -0.61894285553290018     
                    3   2.5000000000000001E-002  -1.0309824071602594     
                    4   3.5000000000000003E-002  -1.4421425336810498     
                    5   4.4999999999999998E-002  -1.8520779895017720     
                    6   5.5000000000000000E-002  -2.2604507939051652     
                    7   6.5000000000000002E-002  -2.6669334996266847     
                    8   7.5000000000000011E-002  -3.0712136409698956     
                    9   8.4999999999999992E-002  -3.4730000315521554     
                   10   9.5000000000000001E-002  -3.8720319941219428     
                   11  0.10500000000000001       -4.2680933309483411     
                   12  0.11499999999999999       -4.6610341593904199     
                   13  0.12500000000000000       -5.0508062082819505     
                   14  0.13500000000000001       -5.4375219997676849     
                   15  0.14500000000000002       -5.8215582220488340     
                   16  0.15500000000000000       -6.2037448950002574     
                   17  0.16500000000000001       -6.5857306068664849     
                   18  0.17499999999999999       -6.9707328054930207     
                   19  0.18500000000000000       -7.3651914367866960     
                   20  0.19500000000000001       -7.7826879166082374     
