 #              _____________________  _______________________             #
 #              ___  __ \__  __ \_  / / /_  /___  ____/_  ___/             #
 #              __  / / /_  /_/ /  / / /_  __/_  __/  _____ \              #
 #              _  /_/ /_  _, _// /_/ / / /_ _  /___  ____/ /              #
 #              /_____/ /_/ |_| \____/  \__/ /_____/  /____/               #
 #                                                                         #
  
 # time            Rn              -Hs               -LEv                Ev       G
   0.0000000000000000        80.000000000000000       -0.0000000000000000        93.782752450275240        3.8519367471241020E-008  -13.782752450275240     
   0.0000000000000000        80.005486163537967        4.0923465565812596E-003   93.772810847341347        3.8515239326366888E-008  -13.763232337246805     
   0.0000000000000000        80.005478418113285        4.0865688917566109E-003   93.772825220673042        3.8515245293210566E-008  -13.763260233668007     
   1.0000000000000000        80.005478429195307        4.0865771584267943E-003   93.772825198156241        3.8515245283871690E-008  -13.763260191802502     
   1.0000000000000000        80.011214892309454        8.3656749109290163E-003   93.762442071478361        3.8510933756751221E-008  -13.742861504257974     
   2.0600000000000001        80.011206297681213        8.3592637313779049E-003   93.762457715300059        3.8510940252346349E-008  -13.742892153887468     
   2.0600000000000001        80.017199677097267        1.2830053695847067E-002   93.751613337565317        3.8506437187698694E-008  -13.721583606772199     
   3.1836000000000002        80.017190163443956        1.2822956897294577E-002   93.751630588429720        3.8506444350843909E-008  -13.721617468088468     
   3.1836000000000002        80.023447268361281        1.7490524409034633E-002   93.740311166746494        3.8501744029370412E-008  -13.699373373976172     
   4.3746160000000005        80.023436748270967        1.7482676765742063E-002   93.740330216427353        3.8501751939542338E-008  -13.699410791390648     
   4.3746160000000005        80.029964006622606        2.2351823284355168E-002   93.728523638941752        3.8496849335626660E-008  -13.676207809034793     
   5.6370929600000004        80.029952383754903        2.2343152907967578E-002   93.728544671085970        3.8496858069036062E-008  -13.676249134423102     
   5.6370929600000004        80.036755820533756        2.7418379827249970E-002   93.716239834406295        3.8491748574675820E-008  -13.652065634045286     
   6.9753185376000006        80.036742990605035        2.7408808900603158E-002   93.716263041142909        3.8491758211081286E-008  -13.652111241637272     
   6.9753185376000006        80.043828172797021        3.2694276463930631E-002   93.703449781951761        3.8486437608249431E-008  -13.626927332690812     
   8.3938376498560014        80.043814023389530        3.2683721097587791E-002   93.703475368019994        3.8486448232654237E-008  -13.626977623532881     
   8.3938376498560014        80.051185998104074        3.8183202240584690E-002   93.690144517084619        3.8480912715987240E-008  -13.600775316739956     
   9.8974679088473625        80.051170408335906        3.8171572226666499E-002   93.690172701592616        3.8480924419364359E-008  -13.600830721030036     
   9.8974679088473625        80.058833639042689        4.3888405003053070E-002   93.676316174523748        3.8475170633958090E-008  -13.573594130478000     
   11.491315983378204        80.058816479238089        4.3875603568099608E-002   93.676347192005878        3.8475183513686937E-008  -13.573655109199692     
   11.491315983378204        80.066774782019820        4.9812643582885466E-002   93.661958092918027        3.8469208598189893E-008  -13.545370667315325     
   13.180794942380897        80.066755913402176        4.9798567157654003E-002   93.661992194099412        3.8469222758372741E-008  -13.545437713539584     
   13.180794942380897        80.075012394671830        5.5958141083706510E-002   93.647064922431809        3.8463024389363721E-008  -13.516094386676272     
   14.971642638923752        80.074991669084511        5.5942679096067933E-002   93.647102374835441        3.8463039941077097E-008  -13.516168026654867     
   14.971642638923752        80.083548666206241        6.2326540351006612E-002   93.631632729710844        3.8456616376406131E-008  -13.485757523153595     
   16.869941197259177        80.083525925875449        6.2309575046166688E-002   93.631673818138481        3.8456633437900142E-008  -13.485838317216860     
   16.869941197259177        80.092384952244799        6.8918862786972415E-002   93.615659096004919        3.8449983557232173E-008  -13.454355280973147     
   18.882137669094728        80.092360029577378        6.8900269077353957E-002   93.615704122919325        3.8450002254088924E-008  -13.454443824264587     
   18.882137669094728        80.101521725839007        7.5735471766210774E-002   93.599143204682335        3.8443125595078959E-008  -13.421886007077120     
   21.015065929240414        80.101494443267143        7.5715117113117542E-002   93.599192490497984        3.8443146060333067E-008  -13.421982930117721     
   21.015065929240414        80.110958536471969        8.2776041997817254E-002   93.582085914491131        3.8436042848918027E-008  -13.388351336021344     
   23.275969884994840        80.110928706336267        8.2753786324818016E-002   93.582139797772356        3.8436065223138712E-008  -13.388457305111274     
   23.275969884994840        80.120693978933900        9.0039536247414079E-002   93.564489814945603        3.8428736396443681E-008  -13.353756299764285     
   25.672528078094530        80.120661403410395        9.0015231884985919E-002   93.564548652535038        3.8428760827787911E-008  -13.353872017239652     
   25.672528078094530        80.130725674021221        9.7524190874569233E-002   93.546359260249616        3.8421208048147646E-008  -13.318109395353829     
   28.212879762780204        80.130690145086874        9.7497682531681465E-002   93.546423427313314        3.8421234692378739E-008  -13.318235599694759     
   28.212879762780204        80.141050263013597       0.10522751163904062        93.527700378202567        3.8413460351004791E-008  -13.281422603549927     
   30.905652548547017        80.141011562435210       0.10519863639671551        93.527770268240133        3.8413489371496423E-008  -13.281560069408201     
   30.905652548547017        80.151663417801899       0.11314628118413807        93.508521050726117        3.8405496580373931E-008  -13.243711351740075     
   33.759991701459839        80.151621317148852       0.11311486850136759        93.508597075534084        3.8405528148094819E-008  -13.243860889883862     
   33.759991701459839        80.162559868420544       0.12127657949774734        93.488830862872689        3.8397320718810786E-008  -13.204994414954399     
   36.785591203547433        80.162514129071724       0.12124245121759450        93.488913452521544        3.8397355012314887E-008  -13.205156872232223     
   36.785591203547433        80.173733449485894       0.12961381848032769        93.468641017666187        3.8388937420693012E-008  -13.165293749699970     
   39.992726675760281        80.173683822619353       0.12957678882019821        93.468730620508211        3.8388974626122657E-008  -13.165470009068656     
   39.992726675760281        80.185177166727954       0.13815279150382256        93.447964214650199        3.8380351961775663E-008  -13.124634256418418     
   43.392290276305900        80.185123393259403       0.13811266700948302        93.448061297422157        3.8380392272904026E-008  -13.124825237153274     
   43.392290276305900        80.196883284356545       0.14688773852155187        93.426814490872857        3.8371570173149770E-008  -13.083043467994756     
   46.995827692884255        80.196825094800147       0.14684431796118036        93.426919538941064        3.8371613791482350E-008  -13.083250126179735     
   46.995827692884255        80.208843433477853       0.15581242688787136        93.405207023939781        3.8362598359451476E-008  -13.040551163574051     
   50.815577354457311        80.208780547686672       0.15576550105812445        93.405320541763601        3.8362645494418425E-008  -13.040774493018802     
   50.815577354457311        80.221048741119830       0.16492024756598556        93.383157897979999        3.8353443201673362E-008  -12.997188909294181     
   54.864511995724754        80.220980867867979       0.16486959897917616        93.383280409856610        3.8353494070938471E-008  -12.997429943009450     
   54.864511995724754        80.233489978702721       0.17420432585634230        93.360683834642060        3.8344111645457583E-008  -12.952989530083002     
   59.156382715468240        80.233416815062242       0.17414972827479452        93.360815885827435        3.8344166475383533E-008  -12.953249342490395     
   59.156382715468240        80.246157727976936       0.18365764517425953        93.337801892727754        3.8334610776369330E-008  -12.907986519576554     
   63.705765678396340        80.246078958445366       0.18359886295715475        93.337944051005763        3.8334669802668997E-008  -12.908266229603242     
   63.705765678396340        80.259042561602485       0.19327318177023273        93.314529141580195        3.8324947684275990E-008  -12.862213398207473     
   68.528111619100116        80.258957856929555       0.19320996899764559        93.314681999371970        3.8325011152888038E-008  -12.862514173444765     
